timestamp,T_outdoor_C,RH_outdoor_pct,solar_irradiance_W_m2,T_sky_C
2022-01-05 11:00:00,10.31,72.4,145.0,6.04
2022-01-05 12:00:00,11.95,71.0,180.3,7.37
2022-01-05 13:00:00,12.66,78.1,173.6,8.14
2022-01-05 14:00:00,9.38,77.6,112.1,5.4
2022-01-05 15:00:00,9.76,78.4,60.3,6.23
2022-01-05 16:00:00,9.95,79.4,22.0,6.76
2022-01-05 17:00:00,14.6,74.0,0.0,11.6
2022-01-05 18:00:00,13.39,70.8,0.0,10.39
2022-01-05 19:00:00,12.95,71.2,0.0,9.95
2022-01-05 20:00:00,11.63,67.1,0.0,8.63
2022-01-05 21:00:00,7.97,69.2,0.0,4.97
2022-01-05 22:00:00,9.04,68.7,0.0,6.04
2022-01-05 23:00:00,9.3,59.7,0.0,6.3
2022-01-06 00:00:00,9.72,56.3,0.0,6.72
2022-01-06 01:00:00,6.93,60.9,0.0,3.93
2022-01-06 02:00:00,9.15,56.3,0.0,6.15
2022-01-06 03:00:00,5.96,60.0,0.0,2.96
2022-01-06 04:00:00,7.23,60.5,0.0,4.23
2022-01-06 05:00:00,11.99,51.8,0.0,8.99
2022-01-06 06:00:00,10.47,62.6,0.0,7.47
2022-01-06 07:00:00,10.15,59.3,0.0,7.15
2022-01-06 08:00:00,11.41,64.5,25.6,8.18
2022-01-06 09:00:00,11.54,65.1,70.2,7.93
2022-01-06 10:00:00,9.64,69.0,115.7,5.63
2022-01-06 11:00:00,11.04,77.4,133.1,6.88
2022-01-06 12:00:00,10.01,75.9,158.9,5.62
2022-01-06 13:00:00,11.91,78.3,165.8,7.46
2022-01-06 14:00:00,10.67,77.6,119.6,6.62
2022-01-06 15:00:00,14.13,77.6,83.5,10.4
2022-01-06 16:00:00,12.42,77.5,22.9,9.22
2022-01-06 17:00:00,11.37,76.6,0.0,8.37
2022-01-06 18:00:00,12.34,77.1,0.0,9.34
2022-01-06 19:00:00,8.88,73.9,0.0,5.88
2022-01-06 20:00:00,8.29,78.1,0.0,5.29
2022-01-06 21:00:00,9.74,70.9,0.0,6.74
2022-01-06 22:00:00,5.23,64.2,0.0,2.23
2022-01-06 23:00:00,4.54,65.0,0.0,1.54
2022-01-07 00:00:00,4.14,64.9,0.0,1.14
2022-01-07 01:00:00,5.0,61.8,0.0,2.0
2022-01-07 02:00:00,2.04,64.2,0.0,-0.96
2022-01-07 03:00:00,-0.63,65.5,0.0,-3.63
2022-01-07 04:00:00,0.84,58.7,0.0,-2.16
2022-01-07 05:00:00,2.13,66.9,0.0,-0.87
2022-01-07 06:00:00,3.59,62.5,0.0,0.59
2022-01-07 07:00:00,5.44,63.3,0.0,2.44
2022-01-07 08:00:00,5.37,65.8,16.5,2.22
2022-01-07 09:00:00,7.27,71.6,56.3,3.78
2022-01-07 10:00:00,9.27,70.0,111.9,5.29
2022-01-07 11:00:00,9.13,71.3,137.6,4.92
2022-01-07 12:00:00,14.04,71.6,176.8,9.5
2022-01-07 13:00:00,15.74,68.2,172.3,11.23
2022-01-07 14:00:00,13.77,73.1,148.4,9.47
2022-01-07 15:00:00,15.28,71.5,86.7,11.52
2022-01-07 16:00:00,13.13,75.1,24.0,9.92
2022-01-07 17:00:00,14.27,76.3,0.0,11.27
2022-01-07 18:00:00,15.77,73.7,0.0,12.77
2022-01-07 19:00:00,12.96,75.1,0.0,9.96
2022-01-07 20:00:00,13.64,71.7,0.0,10.64
2022-01-07 21:00:00,13.04,64.7,0.0,10.04
2022-01-07 22:00:00,13.21,63.7,0.0,10.21
2022-01-07 23:00:00,15.56,60.0,0.0,12.56
2022-01-08 00:00:00,13.59,52.5,0.0,10.59
2022-01-08 01:00:00,10.91,55.0,0.0,7.91
2022-01-08 02:00:00,8.35,58.5,0.0,5.35
2022-01-08 03:00:00,6.37,59.1,0.0,3.37
2022-01-08 04:00:00,6.29,61.5,0.0,3.29
2022-01-08 05:00:00,7.4,61.8,0.0,4.4
2022-01-08 06:00:00,8.64,56.1,0.0,5.64
2022-01-08 07:00:00,11.2,63.8,0.0,8.2
2022-01-08 08:00:00,12.23,64.6,24.3,9.01
2022-01-08 09:00:00,16.23,66.6,100.7,12.35
2022-01-08 10:00:00,16.66,70.3,175.0,12.13
2022-01-08 11:00:00,23.02,65.9,219.0,18.1
2022-01-08 12:00:00,24.76,71.2,221.2,19.82
2022-01-08 13:00:00,23.26,67.2,234.8,18.2
2022-01-08 14:00:00,21.15,69.1,187.1,16.51
2022-01-08 15:00:00,21.95,73.1,101.5,18.06
2022-01-08 16:00:00,20.96,70.9,39.9,17.61
2022-01-08 17:00:00,21.56,71.5,0.0,18.56
2022-01-08 18:00:00,21.33,75.2,0.0,18.33
2022-01-08 19:00:00,19.74,69.1,0.0,16.74
2022-01-08 20:00:00,16.46,67.8,0.0,13.46
2022-01-08 21:00:00,11.85,64.3,0.0,8.85
2022-01-08 22:00:00,9.55,60.4,0.0,6.55
2022-01-08 23:00:00,10.0,62.6,0.0,7.0
2022-01-09 00:00:00,9.23,64.3,0.0,6.23
2022-01-09 01:00:00,5.78,60.3,0.0,2.78
2022-01-09 02:00:00,5.6,61.5,0.0,2.6
2022-01-09 03:00:00,6.16,64.0,0.0,3.16
2022-01-09 04:00:00,4.48,65.1,0.0,1.48
2022-01-09 05:00:00,5.3,62.8,0.0,2.3
2022-01-09 06:00:00,6.21,63.1,0.0,3.21
2022-01-09 07:00:00,4.95,60.8,0.0,1.95
2022-01-09 08:00:00,6.98,64.8,18.5,3.82
2022-01-09 09:00:00,9.46,67.2,64.7,5.89
2022-01-09 10:00:00,12.92,66.4,136.6,8.73
2022-01-09 11:00:00,16.13,70.5,203.8,11.35
2022-01-09 12:00:00,14.21,78.5,198.3,9.48
2022-01-09 13:00:00,13.07,79.5,149.4,8.77
2022-01-09 14:00:00,14.64,75.9,152.9,10.31
2022-01-09 15:00:00,15.83,77.2,106.1,11.9
2022-01-09 16:00:00,16.63,72.0,30.5,13.36
2022-01-09 17:00:00,23.72,74.0,0.0,20.72
2022-01-09 18:00:00,23.58,63.4,0.0,20.58
2022-01-09 19:00:00,24.29,68.4,0.0,21.29
2022-01-09 20:00:00,24.38,64.7,0.0,21.38
2022-01-09 21:00:00,23.71,58.7,0.0,20.71
2022-01-09 22:00:00,21.08,59.0,0.0,18.08
2022-01-09 23:00:00,20.75,54.0,0.0,17.75
2022-01-10 00:00:00,17.47,53.7,0.0,14.47
2022-01-10 01:00:00,15.63,51.5,0.0,12.63
2022-01-10 02:00:00,13.64,58.6,0.0,10.64
2022-01-10 03:00:00,13.19,59.8,0.0,10.19
2022-01-10 04:00:00,17.56,47.9,0.0,14.56
2022-01-10 05:00:00,13.68,62.8,0.0,10.68
2022-01-10 06:00:00,15.42,58.0,0.0,12.42
2022-01-10 07:00:00,12.76,62.3,0.0,9.76
2022-01-10 08:00:00,12.74,59.4,26.8,9.51
2022-01-10 09:00:00,15.99,68.8,103.6,12.08
2022-01-10 10:00:00,17.09,67.4,151.9,12.76
2022-01-10 11:00:00,15.83,73.3,173.1,11.31
2022-01-10 12:00:00,15.24,75.9,211.9,10.39
2022-01-10 13:00:00,17.29,76.8,214.1,12.42
2022-01-10 14:00:00,16.16,72.4,172.9,11.64
2022-01-10 15:00:00,16.67,73.8,104.1,12.76
2022-01-10 16:00:00,16.49,72.4,37.3,13.16
2022-01-10 17:00:00,14.58,76.8,0.0,11.58
2022-01-10 18:00:00,18.04,71.8,0.0,15.04
2022-01-10 19:00:00,18.02,72.0,0.0,15.02
2022-01-10 20:00:00,12.47,72.5,0.0,9.47
2022-01-10 21:00:00,11.47,61.9,0.0,8.47
2022-01-10 22:00:00,8.75,69.9,0.0,5.75
2022-01-10 23:00:00,9.23,66.0,0.0,6.23
2022-01-11 00:00:00,6.49,61.4,0.0,3.49
2022-01-11 01:00:00,5.44,62.5,0.0,2.44
2022-01-11 02:00:00,5.94,59.8,0.0,2.94
2022-01-11 03:00:00,7.44,60.9,0.0,4.44
2022-01-11 04:00:00,5.06,59.5,0.0,2.06
2022-01-11 05:00:00,4.87,63.1,0.0,1.87
2022-01-11 06:00:00,4.74,63.5,0.0,1.74
2022-01-11 07:00:00,4.53,64.2,0.0,1.53
2022-01-11 08:00:00,9.39,66.1,22.9,6.19
2022-01-11 09:00:00,11.44,75.2,72.1,7.81
2022-01-11 10:00:00,10.11,68.3,116.9,6.09
2022-01-11 11:00:00,13.19,70.4,177.0,8.64
2022-01-11 12:00:00,18.41,68.6,251.0,13.22
2022-01-11 13:00:00,21.01,69.2,207.6,16.19
2022-01-11 14:00:00,18.11,75.8,172.1,13.61
2022-01-11 15:00:00,17.13,76.4,113.2,13.14
2022-01-11 16:00:00,19.36,72.7,41.7,15.99
2022-01-11 17:00:00,17.2,75.9,0.0,14.2
2022-01-11 18:00:00,17.12,73.7,0.0,14.12
2022-01-11 19:00:00,17.43,68.6,0.0,14.43
2022-01-11 20:00:00,14.1,63.7,0.0,11.1
2022-01-11 21:00:00,12.53,69.0,0.0,9.53
2022-01-11 22:00:00,4.6,68.4,0.0,1.6
2022-01-11 23:00:00,1.53,67.1,0.0,-1.47
2022-01-12 00:00:00,0.25,64.2,0.0,-2.75
2022-01-12 01:00:00,-2.75,67.7,0.0,-5.75
2022-01-12 02:00:00,0.41,64.0,0.0,-2.59
2022-01-12 03:00:00,-2.4,63.3,0.0,-5.4
2022-01-12 04:00:00,-2.77,60.8,0.0,-5.77
2022-01-12 05:00:00,-1.63,68.1,0.0,-4.63
2022-01-12 06:00:00,2.39,66.3,0.0,-0.61
2022-01-12 07:00:00,0.73,68.2,0.0,-2.27
2022-01-12 08:00:00,4.58,59.9,15.5,1.44
2022-01-12 09:00:00,6.08,69.6,51.6,2.62
2022-01-12 10:00:00,5.58,71.8,85.9,1.83
2022-01-12 11:00:00,7.97,71.9,134.5,3.8
2022-01-12 12:00:00,9.61,77.3,140.4,5.38
2022-01-12 13:00:00,9.38,78.9,129.0,5.25
2022-01-12 14:00:00,10.24,78.6,114.4,6.24
2022-01-12 15:00:00,9.84,81.0,67.7,6.25
2022-01-12 16:00:00,10.14,74.3,27.9,6.89
2022-01-12 17:00:00,11.17,74.5,0.0,8.17
2022-01-12 18:00:00,13.68,73.2,0.0,10.68
2022-01-12 19:00:00,10.14,70.8,0.0,7.14
2022-01-12 20:00:00,13.3,70.9,0.0,10.3
2022-01-12 21:00:00,7.97,67.2,0.0,4.97
2022-01-12 22:00:00,6.45,70.9,0.0,3.45
2022-01-12 23:00:00,6.51,61.7,0.0,3.51
2022-01-13 00:00:00,6.06,69.1,0.0,3.06
2022-01-13 01:00:00,4.01,68.2,0.0,1.01
2022-01-13 02:00:00,3.16,61.2,0.0,0.16
2022-01-13 03:00:00,2.08,65.2,0.0,-0.92
2022-01-13 04:00:00,1.19,61.3,0.0,-1.81
2022-01-13 05:00:00,3.57,65.4,0.0,0.57
2022-01-13 06:00:00,5.16,62.6,0.0,2.16
2022-01-13 07:00:00,4.85,61.5,0.0,1.85
2022-01-13 08:00:00,7.96,55.6,23.0,4.76
2022-01-13 09:00:00,9.88,67.0,77.6,6.2
2022-01-13 10:00:00,12.78,69.8,130.8,8.64
2022-01-13 11:00:00,15.15,74.2,210.1,10.31
2022-01-13 12:00:00,14.37,72.8,177.3,9.82
2022-01-13 13:00:00,13.98,77.4,185.4,9.36
2022-01-13 14:00:00,15.97,73.1,172.8,11.46
2022-01-13 15:00:00,17.28,73.1,118.7,13.24
2022-01-13 16:00:00,16.93,77.1,35.9,13.61
2022-01-13 17:00:00,16.54,65.8,0.0,13.54
2022-01-13 18:00:00,18.16,70.8,0.0,15.16
2022-01-13 19:00:00,15.69,68.7,0.0,12.69
2022-01-13 20:00:00,15.39,71.7,0.0,12.39
2022-01-13 21:00:00,13.47,64.4,0.0,10.47
2022-01-13 22:00:00,11.54,66.0,0.0,8.54
2022-01-13 23:00:00,12.36,64.3,0.0,9.36
2022-01-14 00:00:00,12.71,54.9,0.0,9.71
2022-01-14 01:00:00,13.2,57.1,0.0,10.2
2022-01-14 02:00:00,14.91,54.3,0.0,11.91
2022-01-14 03:00:00,14.27,58.5,0.0,11.27
2022-01-14 04:00:00,15.32,57.5,0.0,12.32
2022-01-14 05:00:00,14.67,56.1,0.0,11.67
2022-01-14 06:00:00,15.64,54.7,0.0,12.64
2022-01-14 07:00:00,15.93,62.9,0.0,12.93
2022-01-14 08:00:00,16.88,61.5,37.8,13.55
2022-01-14 09:00:00,18.93,58.4,130.2,14.79
2022-01-14 10:00:00,18.12,61.7,160.6,13.72
2022-01-14 11:00:00,23.15,67.5,242.3,18.03
2022-01-14 12:00:00,21.61,65.2,270.9,16.24
2022-01-14 13:00:00,19.55,77.2,246.7,14.39
2022-01-14 14:00:00,22.08,68.6,178.0,17.52
2022-01-14 15:00:00,23.45,71.0,121.4,19.39
2022-01-14 16:00:00,24.08,70.9,46.7,20.67
2022-01-14 17:00:00,24.35,67.1,0.0,21.35
2022-01-14 18:00:00,23.01,61.6,0.0,20.01
2022-01-14 19:00:00,19.68,68.5,0.0,16.68
2022-01-14 20:00:00,18.24,64.0,0.0,15.24
2022-01-14 21:00:00,15.22,65.5,0.0,12.22
2022-01-14 22:00:00,15.59,62.0,0.0,12.59
2022-01-14 23:00:00,13.72,61.7,0.0,10.72
2022-01-15 00:00:00,10.7,65.0,0.0,7.7
2022-01-15 01:00:00,9.02,57.9,0.0,6.02
2022-01-15 02:00:00,9.16,57.1,0.0,6.16
2022-01-15 03:00:00,7.64,53.9,0.0,4.64
2022-01-15 04:00:00,6.01,59.5,0.0,3.01
2022-01-15 05:00:00,6.93,61.9,0.0,3.93
2022-01-15 06:00:00,8.12,60.2,0.0,5.12
2022-01-15 07:00:00,8.04,65.0,0.0,5.04
2022-01-15 08:00:00,8.25,65.5,22.7,5.05
2022-01-15 09:00:00,10.01,63.8,75.6,6.34
2022-01-15 10:00:00,8.38,72.1,112.3,4.4
2022-01-15 11:00:00,6.89,73.7,121.6,2.83
2022-01-15 12:00:00,6.75,76.8,119.0,2.71
2022-01-15 13:00:00,7.43,76.0,110.7,3.46
2022-01-15 14:00:00,8.87,76.0,104.1,4.96
2022-01-15 15:00:00,12.27,77.1,82.3,8.55
2022-01-15 16:00:00,13.92,74.8,30.5,10.66
2022-01-15 17:00:00,13.12,80.0,0.0,10.12
2022-01-15 18:00:00,12.33,76.1,0.0,9.33
2022-01-15 19:00:00,9.32,74.7,0.0,6.32
2022-01-15 20:00:00,8.21,70.7,0.0,5.21
2022-01-15 21:00:00,6.47,63.4,0.0,3.47
2022-01-15 22:00:00,5.98,64.8,0.0,2.98
2022-01-15 23:00:00,3.23,64.2,0.0,0.23
2022-01-16 00:00:00,3.42,63.1,0.0,0.42
2022-01-16 01:00:00,5.82,61.1,0.0,2.82
2022-01-16 02:00:00,5.07,62.5,0.0,2.07
2022-01-16 03:00:00,5.68,60.7,0.0,2.68
2022-01-16 04:00:00,7.17,63.0,0.0,4.17
2022-01-16 05:00:00,6.74,59.8,0.0,3.74
2022-01-16 06:00:00,7.91,62.5,0.0,4.91
2022-01-16 07:00:00,8.87,64.3,0.0,5.87
2022-01-16 08:00:00,10.18,65.8,25.6,6.96
2022-01-16 09:00:00,9.83,71.7,75.7,6.17
2022-01-16 10:00:00,11.16,72.2,117.5,7.13
2022-01-16 11:00:00,13.34,67.1,196.3,8.62
2022-01-16 12:00:00,17.21,70.9,248.4,12.04
2022-01-16 13:00:00,19.72,71.5,245.3,14.57
2022-01-16 14:00:00,24.23,76.8,191.6,19.55
2022-01-16 15:00:00,22.37,70.6,123.8,18.29
2022-01-16 16:00:00,23.55,67.7,44.8,20.16
2022-01-16 17:00:00,22.96,71.2,0.0,19.96
2022-01-16 18:00:00,26.09,68.3,0.0,23.09
2022-01-16 19:00:00,22.78,66.1,0.0,19.78
2022-01-16 20:00:00,19.36,65.0,0.0,16.36
2022-01-16 21:00:00,16.44,67.4,0.0,13.44
2022-01-16 22:00:00,10.55,62.3,0.0,7.55
2022-01-16 23:00:00,8.18,62.6,0.0,5.18
2022-01-17 00:00:00,5.56,61.3,0.0,2.56
2022-01-17 01:00:00,5.09,64.8,0.0,2.09
2022-01-17 02:00:00,5.28,61.3,0.0,2.28
2022-01-17 03:00:00,8.83,55.1,0.0,5.83
2022-01-17 04:00:00,10.68,54.9,0.0,7.68
2022-01-17 05:00:00,9.73,64.8,0.0,6.73
2022-01-17 06:00:00,8.5,64.7,0.0,5.5
2022-01-17 07:00:00,10.39,65.1,0.0,7.39
2022-01-17 08:00:00,8.79,65.8,27.0,5.55
2022-01-17 09:00:00,13.72,70.4,93.5,9.9
2022-01-17 10:00:00,17.16,63.4,159.3,12.77
2022-01-17 11:00:00,17.11,71.5,218.3,12.2
2022-01-17 12:00:00,14.46,71.3,191.4,9.79
2022-01-17 13:00:00,17.89,71.7,236.9,12.82
2022-01-17 14:00:00,17.96,75.6,166.7,13.5
2022-01-17 15:00:00,20.43,72.1,139.7,16.2
2022-01-17 16:00:00,16.77,72.7,44.8,13.38
2022-01-17 17:00:00,14.95,72.4,0.0,11.95
2022-01-17 18:00:00,14.11,66.8,0.0,11.11
2022-01-17 19:00:00,13.12,73.5,0.0,10.12
2022-01-17 20:00:00,10.96,66.8,0.0,7.96
2022-01-17 21:00:00,10.9,72.9,0.0,7.9
2022-01-17 22:00:00,7.4,65.6,0.0,4.4
2022-01-17 23:00:00,5.95,68.7,0.0,2.95
2022-01-18 00:00:00,5.21,57.6,0.0,2.21
2022-01-18 01:00:00,5.48,63.5,0.0,2.48
2022-01-18 02:00:00,6.39,62.9,0.0,3.39
2022-01-18 03:00:00,3.88,64.7,0.0,0.88
2022-01-18 04:00:00,1.02,58.0,0.0,-1.98
2022-01-18 05:00:00,4.26,59.9,0.0,1.26
2022-01-18 06:00:00,5.76,64.5,0.0,2.76
2022-01-18 07:00:00,5.31,65.5,0.0,2.31
2022-01-18 08:00:00,9.7,66.2,32.2,6.42
2022-01-18 09:00:00,11.15,66.1,83.0,7.43
2022-01-18 10:00:00,14.72,72.6,150.3,10.41
2022-01-18 11:00:00,15.87,77.6,229.5,10.86
2022-01-18 12:00:00,20.83,69.7,275.8,15.42
2022-01-18 13:00:00,24.75,70.4,257.3,19.5
2022-01-18 14:00:00,24.2,70.5,178.9,19.64
2022-01-18 15:00:00,25.82,73.7,119.7,21.78
2022-01-18 16:00:00,26.38,71.7,42.6,23.01
2022-01-18 17:00:00,28.02,64.2,0.0,25.02
2022-01-18 18:00:00,24.58,65.7,0.0,21.58
2022-01-18 19:00:00,24.34,62.6,0.0,21.34
2022-01-18 20:00:00,24.64,71.1,0.0,21.64
2022-01-18 21:00:00,19.13,65.1,0.0,16.13
2022-01-18 22:00:00,14.99,60.9,0.0,11.99
2022-01-18 23:00:00,9.37,61.0,0.0,6.37
2022-01-19 00:00:00,7.68,64.3,0.0,4.68
2022-01-19 01:00:00,8.23,62.7,0.0,5.23
2022-01-19 02:00:00,10.59,60.2,0.0,7.59
2022-01-19 03:00:00,10.27,56.3,0.0,7.27
2022-01-19 04:00:00,13.41,57.3,0.0,10.41
2022-01-19 05:00:00,10.71,59.1,0.0,7.71
2022-01-19 06:00:00,7.82,59.0,0.0,4.82
2022-01-19 07:00:00,8.65,60.6,0.0,5.65
2022-01-19 08:00:00,10.55,66.1,31.3,7.27
2022-01-19 09:00:00,11.66,67.5,84.0,7.92
2022-01-19 10:00:00,8.71,72.6,112.9,4.72
2022-01-19 11:00:00,9.84,75.2,162.4,5.42
2022-01-19 12:00:00,8.38,80.1,133.9,4.21
2022-01-19 13:00:00,10.74,73.7,147.7,6.45
2022-01-19 14:00:00,12.13,78.2,141.8,7.89
2022-01-19 15:00:00,10.53,79.7,85.8,6.78
2022-01-19 16:00:00,9.53,76.7,29.0,6.28
2022-01-19 17:00:00,7.16,78.2,0.0,4.16
2022-01-19 18:00:00,6.57,75.7,0.0,3.57
2022-01-19 19:00:00,7.77,80.2,0.0,4.77
2022-01-19 20:00:00,4.8,73.3,0.0,1.8
2022-01-19 21:00:00,4.82,71.7,0.0,1.82
2022-01-19 22:00:00,2.7,68.0,0.0,-0.3
2022-01-19 23:00:00,0.18,66.2,0.0,-2.82
2022-01-20 00:00:00,-0.72,62.1,0.0,-3.72
2022-01-20 01:00:00,-3.25,69.0,0.0,-6.25
2022-01-20 02:00:00,-4.44,67.6,0.0,-7.44
2022-01-20 03:00:00,-6.55,65.1,0.0,-9.55
2022-01-20 04:00:00,-1.89,61.3,0.0,-4.89
2022-01-20 05:00:00,-1.0,65.1,0.0,-4.0
2022-01-20 06:00:00,-1.29,64.8,0.0,-4.29
2022-01-20 07:00:00,0.54,66.8,0.0,-2.46
2022-01-20 08:00:00,1.84,65.5,14.9,-1.29
2022-01-20 09:00:00,3.01,71.9,44.4,-0.38
2022-01-20 10:00:00,5.86,73.1,94.8,2.03
2022-01-20 11:00:00,8.83,76.6,149.3,4.52
2022-01-20 12:00:00,8.96,74.9,162.3,4.54
2022-01-20 13:00:00,8.81,76.0,128.4,4.69
2022-01-20 14:00:00,9.01,73.2,124.8,4.92
2022-01-20 15:00:00,4.84,83.6,59.0,1.33
2022-01-20 16:00:00,2.13,84.0,13.8,-1.0
2022-01-20 17:00:00,4.97,79.0,0.0,1.97
2022-01-20 18:00:00,7.91,71.9,0.0,4.91
2022-01-20 19:00:00,6.63,70.8,0.0,3.63
