run_id,asset_id,asset_type,failure_time,fault_type,severity,severity_category,repair_time_h,total_downtime_h,restoration_time,temperature_stress_factor,load_stress_factor,combined_stress_multiplier
4,FCU_001,FCU,2025-04-22 16:14:33.651196,Filter blockage,1,LOW,1.2006375780913146,1.2006375780913146,2025-04-22 17:26:35.946477,1.0119922239897636,0.9687803771708257,0.9803982084507459
4,FCU_048,FCU,2025-05-15 01:08:59.387731,Fan motor failure,2,MEDIUM,3.4548572183420037,3.4548572183420037,2025-05-15 04:36:16.873717,0.9935454534299601,1.047642165889569,1.0408801107410972
5,FCU_049,FCU,2024-03-05 21:29:18.387887,Fan motor failure,2,MEDIUM,6.091450805124488,6.091450805124488,2024-03-06 03:34:47.610785,1.0442689162379868,1.1208810408013594,1.1705012297093422
5,HWP_002,HW_Pump,2024-03-13 12:40:11.477301,Bearing wear,3,HIGH,8.794395821032767,8.794395821032767,2024-03-13 21:27:51.302257,1.0178286522585247,1.0397348499417811,1.0582719210224625
5,FCU_031,FCU,2024-10-30 09:25:55.874927,Coil fouling,1,LOW,2.3616665570964326,2.3616665570964326,2024-10-30 11:47:37.874533,0.8985050083454496,0.90676650701499,0.8147342479528776
5,CHWP_001,CHW_Pump,2025-01-09 20:17:52.147338,Bearing wear,3,HIGH,5.3471324372435705,5.3471324372435705,2025-01-10 01:38:41.824112,1.0705992797229047,0.9690016352253803,1.037412452722609
6,FCU_016,FCU,2024-05-09 19:14:34.811593,Thermostat failure,1,LOW,2.531727408097859,2.531727408097859,2024-05-09 21:46:29.030262,0.8,1.0662551705939045,0.8530041364751236
7,FCU_022,FCU,2024-04-30 08:21:52.575216,Fan motor failure,2,MEDIUM,4.373613534538043,4.373613534538043,2024-04-30 12:44:17.583940,0.8937511051972461,1.1123351187546846,0.9941507417367094
7,FCU_034,FCU,2025-03-04 12:26:18.061598,Filter blockage,1,LOW,0.5684017594990959,0.5684017594990959,2025-03-04 13:00:24.307932,1.0479401048809995,0.9484657377122058,0.9939352846541635
8,FCU_039,FCU,2024-10-03 18:00:33.738815,Filter blockage,1,LOW,1.6340820953153976,1.6340820953153976,2024-10-03 19:38:36.434358,0.8753015736918165,0.9080331303266588,0.7948028279392307
8,HWP_001,HW_Pump,2024-12-31 19:11:39.621747,Impeller damage,4,CRITICAL,8.48068935899332,8.48068935899332,2025-01-01 03:40:30.103439,0.9595511680736604,0.9771750117219693,0.9376494239102084
8,FCU_029,FCU,2025-02-21 07:26:58.610228,Coil fouling,1,LOW,2.8310672252974753,2.8310672252974753,2025-02-21 10:16:50.452239,0.9809617676724166,1.1016021038410586,1.0806295470555778
8,FCU_007,FCU,2025-05-10 13:49:34.171997,Coil fouling,1,LOW,1.614221371042858,1.614221371042858,2025-05-10 15:26:25.368933,1.0911827912299799,0.9078239950747746,0.9906019208912441
9,CHWP_003,CHW_Pump,2024-09-12 11:15:46.384370,Seal leakage,2,MEDIUM,4.30496516157536,4.30496516157536,2024-09-12 15:34:04.258952,1.0451236919316997,1.1215582803869981,1.172167130714628
9,FCU_036,FCU,2024-12-18 21:14:51.663538,Coil fouling,1,LOW,1.493882445118822,1.493882445118822,2024-12-18 22:44:29.640340,0.9109591843035931,0.9252258669652922,0.8428430010672874
9,FCU_011,FCU,2025-01-10 14:29:27.544755,Fan motor failure,2,MEDIUM,3.905438854845761,3.905438854845761,2025-01-10 18:23:47.124632,1.036256884138973,0.9172018928437097,0.9504567756045907
9,FCU_045,FCU,2025-02-04 05:49:37.453416,Thermostat failure,1,LOW,1.8576180470388797,1.8576180470388797,2025-02-04 07:41:04.878385,1.0298826420007952,0.9123135713424393,0.9395759111873323
9,FCU_025,FCU,2025-04-20 06:36:42.069492,Coil fouling,1,LOW,1.766016936858473,1.766016936858473,2025-04-20 08:22:39.730465,1.0316297138133705,0.9915318320936369,1.0228937001796057
9,FCU_009,FCU,2025-05-22 13:28:22.392041,Valve actuator,2,MEDIUM,1.4524839052980048,1.4524839052980048,2025-05-22 14:55:31.334100,0.9141935251320057,0.9095640437068585,0.8315175594496946
10,FCU_029,FCU,2024-03-24 16:54:58.939263,Valve actuator,2,MEDIUM,2.347724151582607,2.347724151582607,2024-03-24 19:15:50.746209,0.8,1.11982020762962,0.895856166103696
10,FCU_023,FCU,2024-10-17 16:48:47.237001,Coil fouling,1,LOW,2.088506941488544,2.088506941488544,2024-10-17 18:54:05.861990,0.8478015624385842,1.1022681007811352,0.9345046180684572
10,FCU_027,FCU,2025-04-20 00:01:57.562437,Fan motor failure,2,MEDIUM,2.7873975299680716,2.7873975299680716,2025-04-20 02:49:12.193545,0.9317439396520889,0.9627860602550109,0.8970700768241173
10,FCU_045,FCU,2025-04-28 00:36:04.447175,Coil fouling,1,LOW,1.9050885532453978,1.9050885532453978,2025-04-28 02:30:22.765967,0.8387305338369915,1.0344697653414419,0.8676413785230548
11,CHWP_001,CHW_Pump,2023-04-22 02:53:46.091229,Bearing wear,3,HIGH,6.671852155326016,6.671852155326016,2023-04-22 09:34:04.758988,1.013936246486906,0.9570656283172576,0.9704035308176324
11,FCU_027,FCU,2024-08-06 16:41:44.839248,Fan motor failure,2,MEDIUM,4.22483169615989,4.22483169615989,2024-08-06 20:55:14.233354,0.8538006754215091,0.9128272304454265,0.7793725058974507
11,FCU_030,FCU,2024-09-30 13:48:15.527012,Coil fouling,1,LOW,2.076818463919021,2.076818463919021,2024-09-30 15:52:52.073482,1.0959963582675238,1.1485718618442586,1.258830577789857
11,FCU_045,FCU,2025-01-28 01:17:30.856253,Fan motor failure,2,MEDIUM,4.284764289370076,4.284764289370076,2025-01-28 05:34:36.007695,0.956648248993613,0.9793136253467754,0.9368586649035798
11,FCU_035,FCU,2025-02-11 01:29:10.642278,Thermostat failure,1,LOW,1.4694723582297424,1.4694723582297424,2025-02-11 02:57:20.742768,1.013678460950285,0.9083905214021744,0.920815905676783
12,FCU_024,FCU,2024-01-20 20:53:48.470013,Fan motor failure,2,MEDIUM,5.21890824486961,5.21890824486961,2024-01-21 02:06:56.539695,1.1459652940771892,0.9039542371870185,1.035900183250343
12,FCU_047,FCU,2024-12-01 19:46:30.557298,Coil fouling,1,LOW,1.3481509618304366,1.3481509618304366,2024-12-01 21:07:23.900761,1.275429652320026,0.9520387851842068,1.2142584967826728
12,CHWP_001,CHW_Pump,2025-01-23 14:37:51.843212,Bearing wear,3,HIGH,7.339699318443722,7.339699318443722,2025-01-23 21:58:14.760758,1.1562289984505125,1.0871992415708718,1.2570512901976458
12,FCU_037,FCU,2025-03-04 10:02:31.500762,Fan motor failure,2,MEDIUM,3.2754074072464996,3.2754074072464996,2025-03-04 13:19:02.967428,0.952232696103616,1.09885095326885,1.0463618058472257
13,CHWP_002,CHW_Pump,2024-03-06 19:28:12.088988,Bearing wear,3,HIGH,7.153393218409132,7.153393218409132,2024-03-07 02:37:24.304574,0.9612377163865172,1.1421648691492354,1.0978919505579163
13,HWP_001,HW_Pump,2024-06-10 20:39:01.117484,Impeller damage,4,CRITICAL,16.265964291887943,16.265964291887943,2024-06-11 12:54:58.588935,0.9749156578518895,0.9357013855704228,0.9122299318663133
13,HWP_002,HW_Pump,2024-12-20 03:17:04.839141,Impeller damage,4,CRITICAL,6.775890893635294,6.775890893635294,2024-12-20 10:03:38.046358,1.1766741748439549,1.0258900602024998,1.2071383400693916
13,FCU_039,FCU,2025-05-24 20:26:39.041571,Fan motor failure,2,MEDIUM,4.60422551082742,4.60422551082742,2025-05-25 01:02:54.253410,0.8397975729938273,1.1308658879104145,0.9496984280486757
14,FCU_032,FCU,2024-05-25 18:35:21.512309,Coil fouling,1,LOW,1.7361324499512811,1.7361324499512811,2024-05-25 20:19:31.589129,0.8862869864253411,1.0644378183519319,0.9433973862642984
14,FCU_010,FCU,2024-06-24 02:58:00.223487,Filter blockage,1,LOW,1.3165572201539377,1.3165572201539377,2024-06-24 04:16:59.829480,0.8569703114958476,1.0429209176199064,0.8937522636382663
14,HP_002,HeatPump,2024-11-20 12:03:05.456696,Sensor malfunction,1,LOW,1.2705572570056145,1.2705572570056145,2024-11-20 13:19:19.462821,1.098885719061612,1.0689173193864894,1.1746179771314331
14,FCU_020,FCU,2024-12-13 05:53:46.377445,Fan motor failure,2,MEDIUM,3.7917479615792034,3.7917479615792034,2024-12-13 09:41:16.670107,1.11372549001447,1.016291788259843,1.1318700698773756
14,FCU_045,FCU,2025-02-13 09:04:59.380612,Fan motor failure,2,MEDIUM,3.567339670417009,3.567339670417009,2025-02-13 12:39:01.803426,1.109423071597366,0.9162952861824862,1.0165591308867614
14,FCU_030,FCU,2025-05-16 22:34:49.827934,Thermostat failure,1,LOW,2.3748691768575787,2.3748691768575787,2025-05-17 00:57:19.356971,1.0395884741219614,0.9337526614961078,0.9707185045720591
15,CHWP_001,CHW_Pump,2025-01-19 16:06:22.459139,Seal leakage,2,MEDIUM,5.521067292933773,5.521067292933773,2025-01-19 21:37:38.301394,1.1213861001279417,1.0742078821638494,1.2046017877064146
15,FCU_038,FCU,2025-03-23 01:36:28.511866,Filter blockage,1,LOW,1.1754407205134407,1.1754407205134407,2025-03-23 02:47:00.098460,0.9964096250207255,0.9038335771524044,0.9005884756915683
15,FCU_022,FCU,2025-03-23 16:19:11.110848,Filter blockage,1,LOW,0.9288822517508136,0.9288822517508136,2025-03-23 17:14:55.086954,1.08505921779935,1.0623339039268855,1.1526951948366364
16,FCU_001,FCU,2023-11-12 05:44:39.273057,Coil fouling,1,LOW,1.4589558701608076,1.4589558701608076,2023-11-12 07:12:11.514190,0.8764490567455557,0.9705994911311632,0.8506810084796244
16,FCU_015,FCU,2024-03-10 02:42:27.797470,Fan motor failure,2,MEDIUM,5.9835307142802945,5.9835307142802945,2024-03-10 08:41:28.508041,1.037867862059743,0.9999591857117041,1.0378255022216079
16,FCU_003,FCU,2024-06-18 06:28:11.720187,Fan motor failure,2,MEDIUM,3.535847989849042,3.535847989849042,2024-06-18 10:00:20.772950,0.9706427101513578,1.1101537005999724,1.0775625966349163
16,FCU_008,FCU,2024-12-05 11:10:57.014594,Thermostat failure,1,LOW,2.9518161043419893,2.9518161043419893,2024-12-05 14:08:03.552570,0.9644558469255038,1.026610612903048,0.9901206081301196
16,FCU_024,FCU,2024-12-26 13:13:29.023311,Coil fouling,1,LOW,2.072733873526341,2.072733873526341,2024-12-26 15:17:50.865256,0.919278128879689,1.0817544385007047,0.9944331961322265
16,FCU_049,FCU,2025-02-08 16:16:21.556887,Coil fouling,1,LOW,1.9153056288231627,1.9153056288231627,2025-02-08 18:11:16.657151,0.996383368547584,1.0905560160941765,1.086611876905749
16,FCU_041,FCU,2025-02-13 08:49:52.214059,Fan motor failure,2,MEDIUM,4.371994117371498,4.371994117371498,2025-02-13 13:12:11.392882,0.9827065649507447,1.0079901543737977,0.9905585421088456
16,HWP_001,HW_Pump,2025-05-22 07:47:20.767648,Seal leakage,2,MEDIUM,3.588346004117577,3.588346004117577,2025-05-22 11:22:38.813263,0.9505791251259579,1.0778663325905333,1.024597235436634
16,FCU_030,FCU,2025-05-27 07:19:51.762391,Coil fouling,1,LOW,1.85697371077093,1.85697371077093,2025-05-27 09:11:16.867750,0.890099322045582,1.0870884643908292,0.9676167051578498
17,FCU_016,FCU,2024-03-07 14:58:06.316460,Filter blockage,1,LOW,1.3455887878033543,1.3455887878033543,2024-03-07 16:18:50.436096,0.9900401030396381,1.123872025541435,1.112678375970409
17,FCU_027,FCU,2024-04-05 23:05:52.567003,Thermostat failure,1,LOW,2.0524102537818427,2.0524102537818427,2024-04-06 01:09:01.243917,0.9411216896476576,1.1203683527414547,1.0544029571598008
17,FCU_021,FCU,2024-12-21 08:19:47.560284,Fan motor failure,2,MEDIUM,5.597927381721326,5.597927381721326,2024-12-21 13:55:40.098858,1.0904491927164528,1.134832369566411,1.2374770412621923
17,CHWP_002,CHW_Pump,2025-03-17 22:04:28.090392,Bearing wear,3,HIGH,4.985643359652706,4.985643359652706,2025-03-18 03:03:36.406487,1.0053167988049356,0.9863504741693473,0.9915947011916586
17,FCU_044,FCU,2025-04-13 04:27:43.948089,Fan motor failure,2,MEDIUM,3.9282720972461393,3.9282720972461393,2025-04-13 08:23:25.727639,0.9366031515940292,0.9437969384193976,0.8839631869884037
17,HP_001,HeatPump,2025-04-17 07:26:21.491739,Compressor degradation,4,CRITICAL,11.236428833167485,11.236428833167485,2025-04-17 18:40:32.635538,1.1382266896662363,1.1242283939883337,1.2796267633181304
18,FCU_046,FCU,2024-06-26 16:45:51.381147,Coil fouling,1,LOW,1.6688347035491418,1.6688347035491418,2024-06-26 18:25:59.186080,1.2173679624902902,1.049206757264515,1.277270692322147
18,FCU_028,FCU,2024-08-02 23:58:51.044740,Fan motor failure,2,MEDIUM,4.327981562225216,4.327981562225216,2024-08-03 04:18:31.778364,1.030360115175143,0.9142552684773451,0.9420121637277985
18,FCU_017,FCU,2024-10-28 20:09:25.398054,Filter blockage,1,LOW,1.1382325921430425,1.1382325921430425,2024-10-28 21:17:43.035386,1.2122525493087966,1.1213914281377182,1.359409617532981
18,FCU_012,FCU,2025-01-04 20:25:39.199856,Fan motor failure,2,MEDIUM,6.268575980875051,6.268575980875051,2025-01-05 02:41:46.073387,1.006841659800453,0.992409516977425,0.9991992452753164
18,FCU_040,FCU,2025-04-10 03:30:40.733514,Valve actuator,2,MEDIUM,4.114047496758156,4.114047496758156,2025-04-10 07:37:31.304502,0.9661634144825006,1.1233026041067853,1.0852938794808964
19,FCU_003,FCU,2024-05-13 04:27:46.478045,Valve actuator,2,MEDIUM,2.9422338178807874,2.9422338178807874,2024-05-13 07:24:18.519789,0.9301018336986208,1.0757584029249019,1.0005648631771509
19,CHWP_003,CHW_Pump,2024-09-03 19:18:38.681581,Seal leakage,2,MEDIUM,4.291284045562292,4.291284045562292,2024-09-03 23:36:07.304145,1.006114020661543,0.9773269777031853,0.983302375037946
19,FCU_024,FCU,2025-03-13 14:03:56.248149,Thermostat failure,1,LOW,1.1067806098199333,1.1067806098199333,2025-03-13 15:10:20.658344,1.1495405140308739,1.1042542641796764,1.2693850144658896
20,FCU_018,FCU,2023-11-29 02:21:36.824275,Coil fouling,1,LOW,2.4450992829439175,2.4450992829439175,2023-11-29 04:48:19.181694,0.8517253953262464,1.0050064144037945,0.8559894856134852
20,FCU_011,FCU,2025-04-17 03:01:13.285028,Fan motor failure,2,MEDIUM,8.89579938910264,8.89579938910264,2025-04-17 11:54:58.162829,1.0266956188890979,1.0413583793594792,1.0691580857818284
21,FCU_016,FCU,2024-07-04 15:33:14.492545,Coil fouling,1,LOW,1.3152682473535755,1.3152682473535755,2024-07-04 16:52:09.458235,0.890319557700091,1.1237597330328832,1.0005052684750089
21,CT_001,CoolingTower,2024-12-30 07:03:30.202382,Fill media degradation,2,MEDIUM,8.045529863343337,8.045529863343337,2024-12-30 15:06:14.109890,1.1820599798381843,0.9505371864088146,1.1235919674018477
21,FCU_029,FCU,2025-04-21 21:24:35.652227,Fan motor failure,2,MEDIUM,3.222083039459197,3.222083039459197,2025-04-22 00:37:55.151169,1.067612060064656,1.1298244853414254,1.2062142463068488
22,FCU_049,FCU,2024-04-24 22:25:47.787932,Fan motor failure,2,MEDIUM,5.570837884420944,5.570837884420944,2024-04-25 04:00:02.804316,1.0824122152360232,1.0467633894376283,1.1330294791891513
22,FCU_028,FCU,2024-12-29 21:02:39.669213,Coil fouling,1,LOW,2.843586936729038,2.843586936729038,2024-12-29 23:53:16.582185,1.0716090148291308,1.012715917917677,1.0852355071015407
23,FCU_016,FCU,2024-09-04 15:37:13.683576,Thermostat failure,1,LOW,1.5060018243803677,1.5060018243803677,2024-09-04 17:07:35.290144,1.1124677431481407,1.06694326823315,1.1869399696784337
23,FCU_017,FCU,2024-10-14 19:47:03.089094,Thermostat failure,1,LOW,2.7123170750239125,2.7123170750239125,2024-10-14 22:29:47.430564,1.0183408026392384,0.994839913254939,1.013086075761585
23,FCU_031,FCU,2025-03-28 09:42:37.555282,Fan motor failure,2,MEDIUM,4.219633590342548,4.219633590342548,2025-03-28 13:55:48.236207,1.1342500609875534,1.0564371626379867,1.1982639161516544
23,FCU_041,FCU,2025-05-05 10:51:21.591446,Thermostat failure,1,LOW,1.9073131831957317,1.9073131831957317,2025-05-05 12:45:47.918906,1.0389743622113345,0.9635434215510679,1.001096911868948
24,FCU_018,FCU,2023-12-31 03:21:42.867242,Fan motor failure,2,MEDIUM,3.890593266755602,3.890593266755602,2023-12-31 07:15:09.003002,0.9925795145112226,1.0564954624662177,1.048655753218028
24,FCU_011,FCU,2024-05-05 23:09:38.209222,Valve actuator,2,MEDIUM,3.1660816930597124,3.1660816930597124,2024-05-06 02:19:36.103317,0.9436450384992721,0.9767346666674694,0.9216908221309978
24,FCU_007,FCU,2024-12-18 09:06:05.711944,Coil fouling,1,LOW,2.1553158811681152,2.1553158811681152,2024-12-18 11:15:24.849116,0.8663627802066747,1.1110752618885344,0.9625942529086099
24,FCU_039,FCU,2025-01-27 00:55:46.377242,Fan motor failure,2,MEDIUM,7.511018116769693,7.511018116769693,2025-01-27 08:26:26.042462,0.9518946038003372,1.1095263005625853,1.056152098280076
24,HP_002,HeatPump,2025-03-11 17:58:48.423632,Heat exchanger fouling,2,MEDIUM,3.784890167073524,3.784890167073524,2025-03-11 21:45:54.028233,1.0932563116011698,0.9733080285450862,1.064075145339007
25,FCU_050,FCU,2024-10-06 15:45:26.431867,Coil fouling,1,LOW,1.870799248083074,1.870799248083074,2024-10-06 17:37:41.309160,0.8871184960819221,0.9727262582371098,0.8629234553067002
25,HWP_002,HW_Pump,2024-11-07 10:28:49.788973,Seal leakage,2,MEDIUM,5.712568626589706,5.712568626589706,2024-11-07 16:11:35.036029,1.0677818845652256,1.083070872377487,1.1564834572249358
25,FCU_048,FCU,2025-03-08 22:38:08.209289,Filter blockage,1,LOW,1.3969940755797043,1.3969940755797043,2025-03-09 00:01:57.387961,1.0026849213992368,0.9957266652411674,0.9984001130724641
26,FCU_009,FCU,2023-09-23 06:52:26.782919,Fan motor failure,2,MEDIUM,3.465741208313109,3.465741208313109,2023-09-23 10:20:23.451269,0.8489165061633863,1.0330842437957064,0.8770022668154951
26,FCU_010,FCU,2023-10-21 23:26:56.593654,Coil fouling,1,LOW,1.567933953041191,1.567933953041191,2023-10-22 01:01:01.155885,1.1596712946810181,1.0492503490097662,1.2167855106806658
26,FCU_018,FCU,2024-10-11 00:38:36.916288,Fan motor failure,2,MEDIUM,6.502103354452459,6.502103354452459,2024-10-11 07:08:44.488364,0.9595026220954119,1.1332614596469788,1.08736734205095
26,FCU_038,FCU,2025-01-03 03:44:16.421664,Coil fouling,1,LOW,2.376466892981157,2.376466892981157,2025-01-03 06:06:51.702479,1.0893002927480753,1.0080416625744366,1.0980600781445904
27,FCU_023,FCU,2023-12-19 12:27:06.331891,Fan motor failure,2,MEDIUM,4.140279569427569,4.140279569427569,2023-12-19 16:35:31.338341,1.021709765013209,1.101798869735144,1.1257186642889132
27,FCU_016,FCU,2024-05-14 01:16:50.293273,Filter blockage,1,LOW,1.285307168115272,1.285307168115272,2024-05-14 02:33:57.399078,0.844894911685028,1.0717729749711575,0.9055355330346558
27,FCU_041,FCU,2024-11-20 04:29:09.777662,Filter blockage,1,LOW,0.7086249665070952,0.7086249665070952,2024-11-20 05:11:40.827541,1.0337932546390933,1.1228120313196646,1.1607555042058877
27,HWP_002,HW_Pump,2024-12-07 17:09:56.408713,Impeller damage,4,CRITICAL,10.141343587390594,10.141343587390594,2024-12-08 03:18:25.245628,0.9263792691837374,1.0985676551676056,1.0176903015430585
27,FCU_017,FCU,2025-04-01 20:19:36.492510,Coil fouling,1,LOW,1.4651977888292012,1.4651977888292012,2025-04-01 21:47:31.204550,1.13964883823011,1.1228462717536916,1.2796504491151048
27,FCU_049,FCU,2025-05-05 23:54:29.626468,Filter blockage,1,LOW,1.0598224230815991,1.0598224230815991,2025-05-06 00:58:04.987191,0.9902946100235327,0.9811796035294157,0.9716568728402072
28,FCU_019,FCU,2024-10-28 06:24:30.329657,Coil fouling,1,LOW,1.6903759401372378,1.6903759401372378,2024-10-28 08:05:55.683041,0.9695168093128692,0.9518719985521786,0.9228559029105723
28,FCU_040,FCU,2024-12-31 09:28:26.716727,Fan motor failure,2,MEDIUM,3.3302614135923947,3.3302614135923947,2024-12-31 12:48:15.657816,1.14094314126223,1.1295582364230667,1.2887617225031585
28,FCU_008,FCU,2025-01-31 16:41:36.559336,Fan motor failure,2,MEDIUM,4.92418522351873,4.92418522351873,2025-01-31 21:37:03.626141,1.0566365343675228,1.1034633015569413,1.165959638758871
28,FCU_026,FCU,2025-03-11 17:14:53.306717,Filter blockage,1,LOW,0.8793874219590605,0.8793874219590605,2025-03-11 18:07:39.101436,0.8525606962088601,0.959926925497655,0.8183959679119114
28,FCU_039,FCU,2025-04-05 22:10:18.092910,Coil fouling,1,LOW,1.367655984187892,1.367655984187892,2025-04-05 23:32:21.654453,0.972276083524945,0.9737955056711963,0.9467980804081841
29,FCU_050,FCU,2024-02-06 15:22:16.501508,Fan motor failure,2,MEDIUM,3.3116003318599057,3.3116003318599057,2024-02-06 18:40:58.262703,0.9375096331279535,1.0989894109728873,1.0303131594926973
29,HWP_001,HW_Pump,2024-06-29 13:56:22.916464,Bearing wear,3,HIGH,10.603799158036125,10.603799158036125,2024-06-30 00:32:36.593433,1.070426668592736,0.9171943958720431,0.9817893416252381
29,FCU_021,FCU,2024-09-28 06:38:45.783325,Fan motor failure,2,MEDIUM,3.9980728914472445,3.9980728914472445,2024-09-28 10:38:38.845734,1.0861788027507644,0.9503444127117466,1.0322439564001233
29,FCU_030,FCU,2025-01-15 15:29:40.934388,Valve actuator,2,MEDIUM,2.6308559125419957,2.6308559125419957,2025-01-15 18:07:32.015673,0.910748951780767,1.0942438196432671,0.9965814117326881
30,CHWP_001,CHW_Pump,2025-01-17 11:36:57.929924,Impeller damage,4,CRITICAL,7.727982411811723,7.727982411811723,2025-01-17 19:20:38.666607,0.8939483564705223,0.9583311168376718,0.8566985268515968
30,FCU_029,FCU,2025-02-09 19:26:07.058252,Fan motor failure,2,MEDIUM,5.416658721925838,5.416658721925838,2025-02-10 00:51:07.029651,0.8417050751691904,1.1119314228481474,0.9359183218513847
31,FCU_003,FCU,2024-12-21 00:10:45.459718,Filter blockage,1,LOW,1.4644837681590979,1.4644837681590979,2024-12-21 01:38:37.601283,1.061300445560648,0.992868906916129,1.0537322132934013
32,FCU_026,FCU,2023-06-18 14:47:19.486360,Coil fouling,1,LOW,1.681565779236495,1.681565779236495,2023-06-18 16:28:13.123165,0.9893399694097202,1.0565180672689651,1.0452555523526947
32,FCU_035,FCU,2023-11-22 15:45:48.224916,Fan motor failure,2,MEDIUM,5.709033059976176,5.709033059976176,2023-11-22 21:28:20.743932,0.997181525644435,1.1418942410481296,1.138675841412968
32,FCU_041,FCU,2023-12-24 02:35:19.777704,Fan motor failure,2,MEDIUM,2.4307984954808357,2.4307984954808357,2023-12-24 05:01:10.652288,1.0947090441234453,0.9913538136822426,1.08524398576422
32,FCU_021,FCU,2024-09-02 11:55:16.491155,Filter blockage,1,LOW,1.3384194788908088,1.3384194788908088,2024-09-02 13:15:34.801279,0.9823904666192621,1.032003272886604,1.0138301768036766
32,FCU_039,FCU,2024-09-15 19:17:11.905135,Filter blockage,1,LOW,0.9335937735615218,0.9335937735615218,2024-09-15 20:13:12.842720,1.1007442161622645,1.100632588147593,1.2115149555231666
32,FCU_005,FCU,2024-10-10 21:25:32.394398,Fan motor failure,2,MEDIUM,5.480292399497551,5.480292399497551,2024-10-11 02:54:21.447036,0.8575300263649204,1.1338621465335263,0.97232083641108
32,FCU_014,FCU,2024-11-26 20:04:59.207774,Valve actuator,2,MEDIUM,5.56377400890051,5.56377400890051,2024-11-27 01:38:48.794206,0.8727771597273895,1.1193528051644885,0.9769455620243482
32,HP_002,HeatPump,2025-03-28 12:55:12.022714,Control valve failure,3,HIGH,3.2531924227459794,3.2531924227459794,2025-03-28 16:10:23.515436,1.1845806809124313,1.0529420725742122,1.247294837291307
